common_name,season,environment_factor,selected_month,month_name,correlation,absolute_correlation,n_years
Black Drongo,Summer,humidity,8.0,August,0.6789719344038417,0.6789719344038417,9
Black Drongo,Summer,prcp,8.0,August,0.6729705650361787,0.6729705650361787,9
Black-capped Kingfisher,Summer,temperature,7.0,July,-0.7871940440471942,0.7871940440471942,6
Black-capped Kingfisher,Summer,humidity,7.0,July,0.6560156510712735,0.6560156510712735,6
Black-capped Kingfisher,Summer,prcp,7.0,July,-0.1899620328238499,0.1899620328238499,6
Black-naped Oriole,Summer,temperature,6.0,June,-0.4082807353134326,0.4082807353134326,9
Black-naped Oriole,Summer,humidity,6.0,June,0.4839497451008645,0.4839497451008645,9
Black-naped Oriole,Summer,prcp,6.0,June,0.4991120826665829,0.4991120826665829,9
Blue Rock-Thrush,Summer,temperature,7.0,July,-0.5106072792322965,0.5106072792322965,7
Blue Rock-Thrush,Summer,humidity,7.0,July,0.29359655138341556,0.29359655138341556,7
Blue Rock-Thrush,Summer,prcp,7.0,July,-0.25328950522218663,0.25328950522218663,7
Blue Whistling-Thrush,Summer,temperature,6.0,June,0.5059483994303879,0.5059483994303879,9
Blue Whistling-Thrush,Summer,humidity,6.0,June,-0.35966953818451086,0.35966953818451086,9
Blue Whistling-Thrush,Summer,prcp,6.0,June,-0.2637970294783561,0.2637970294783561,9
Blue-and-white Flycatcher,Summer,temperature,6.0,June,-0.272960866653508,0.272960866653508,7
Blue-and-white Flycatcher,Summer,humidity,6.0,June,0.19662950012933741,0.19662950012933741,7
Blue-and-white Flycatcher,Summer,prcp,6.0,June,0.3085736817024272,0.3085736817024272,7
Blunt-winged Warbler,Summer,temperature,,,,,0
Blunt-winged Warbler,Summer,humidity,,,,,0
Blunt-winged Warbler,Summer,prcp,,,,,0
Broad-billed Sandpiper,Summer,temperature,8.0,August,-0.03946864686966292,0.03946864686966292,5
Broad-billed Sandpiper,Summer,humidity,8.0,August,-0.1769653535946217,0.1769653535946217,5
Broad-billed Sandpiper,Summer,prcp,8.0,August,0.50723713801208,0.50723713801208,5
Brown Shrike,Summer,temperature,7.0,July,0.286078678271726,0.286078678271726,9
Brown Shrike,Summer,humidity,8.0,August,0.20112753501967418,0.20112753501967418,9
Brown Shrike,Summer,prcp,6.0,June,0.37469152769462233,0.37469152769462233,9
Brown-rumped Minivet,Summer,temperature,,,,,0
Brown-rumped Minivet,Summer,humidity,,,,,0
Brown-rumped Minivet,Summer,prcp,,,,,0
Brownish-flanked Bush Warbler,Summer,temperature,,,,,0
Brownish-flanked Bush Warbler,Summer,humidity,,,,,0
Brownish-flanked Bush Warbler,Summer,prcp,,,,,0
Bull-headed Shrike,Summer,temperature,8.0,August,-0.6138344588551735,0.6138344588551735,6
Bull-headed Shrike,Summer,humidity,7.0,July,-0.7299772370196447,0.7299772370196447,6
Bull-headed Shrike,Summer,prcp,7.0,July,-0.6797680473705627,0.6797680473705627,6
Calidris sp.,Summer,temperature,,,,,0
Calidris sp.,Summer,humidity,,,,,0
Calidris sp.,Summer,prcp,,,,,0
Chestnut-winged Cuckoo,Summer,temperature,6.0,June,-0.8567267745640522,0.8567267745640522,6
Chestnut-winged Cuckoo,Summer,humidity,6.0,June,0.7150006620705689,0.7150006620705689,6
Chestnut-winged Cuckoo,Summer,prcp,6.0,June,0.6780311464682025,0.6780311464682025,6
Chinese Beautiful Rosefinch,Summer,temperature,8.0,August,-0.7120891666642691,0.7120891666642691,7
Chinese Beautiful Rosefinch,Summer,humidity,8.0,August,-0.4279450953085267,0.4279450953085267,7
Chinese Beautiful Rosefinch,Summer,prcp,7.0,July,-0.6892266187767934,0.6892266187767934,7
Chinese Bush Warbler,Summer,temperature,6.0,June,0.025188329745873844,0.025188329745873844,8
Chinese Bush Warbler,Summer,humidity,6.0,June,0.07264187482582715,0.07264187482582715,8
Chinese Bush Warbler,Summer,prcp,6.0,June,0.10111367723344025,0.10111367723344025,8
Chinese Leaf Warbler,Summer,temperature,8.0,August,-0.4948220930390615,0.4948220930390615,5
Chinese Leaf Warbler,Summer,humidity,7.0,July,-0.3673324373881237,0.3673324373881237,7
Chinese Leaf Warbler,Summer,prcp,8.0,August,-0.5606264911543196,0.5606264911543196,5
Chinese Pond-Heron,Summer,temperature,8.0,August,0.5156163303709531,0.5156163303709531,9
Chinese Pond-Heron,Summer,humidity,6.0,June,0.2578444546102309,0.2578444546102309,9
Chinese Pond-Heron,Summer,prcp,6.0,June,0.14507000761477595,0.14507000761477595,9
Chinese Sparrowhawk,Summer,temperature,6.0,June,-0.3935037401158486,0.3935037401158486,8
Chinese Sparrowhawk,Summer,humidity,6.0,June,0.613154341462631,0.613154341462631,8
Chinese Sparrowhawk,Summer,prcp,6.0,June,0.7264193297644359,0.7264193297644359,8
Cinnamon Bittern,Summer,temperature,7.0,July,-0.870839631295692,0.870839631295692,5
Cinnamon Bittern,Summer,humidity,7.0,July,0.7799024595720719,0.7799024595720719,5
Cinnamon Bittern,Summer,prcp,7.0,July,-0.3171725326886274,0.3171725326886274,5
Claudia's Leaf Warbler,Summer,temperature,8.0,August,-0.7316402528777085,0.7316402528777085,9
Claudia's Leaf Warbler,Summer,humidity,8.0,August,-0.333385334805061,0.333385334805061,9
Claudia's Leaf Warbler,Summer,prcp,7.0,July,-0.777295713186397,0.777295713186397,8
Common Cuckoo,Summer,temperature,8.0,August,0.26610609730327134,0.26610609730327134,9
Common Cuckoo,Summer,humidity,7.0,July,0.6310707560397577,0.6310707560397577,9
Common Cuckoo,Summer,prcp,7.0,July,0.26731287303077883,0.26731287303077883,9
Common Swift,Summer,temperature,7.0,July,0.3672497487828513,0.3672497487828513,9
Common Swift,Summer,humidity,6.0,June,-0.3826461130876351,0.3826461130876351,9
Common Swift,Summer,prcp,8.0,August,-0.20195606596290575,0.20195606596290575,9
Common Tern,Summer,temperature,7.0,July,0.4896795050576272,0.4896795050576272,9
Common Tern,Summer,humidity,6.0,June,-0.4257633017854066,0.4257633017854066,8
Common Tern,Summer,prcp,7.0,July,0.5421702420543275,0.5421702420543275,9
Cotton Pygmy-Goose,Summer,temperature,,,,,0
Cotton Pygmy-Goose,Summer,humidity,,,,,0
Cotton Pygmy-Goose,Summer,prcp,,,,,0
Cuculus sp.,Summer,temperature,8.0,August,-0.47294909359913584,0.47294909359913584,7
Cuculus sp.,Summer,humidity,8.0,August,-0.8132369969503076,0.8132369969503076,7
Cuculus sp.,Summer,prcp,8.0,August,-0.5718390440744425,0.5718390440744425,7
Dark-sided Flycatcher,Summer,temperature,6.0,June,0.6452024075970146,0.6452024075970146,6
Dark-sided Flycatcher,Summer,humidity,6.0,June,-0.5309697721910718,0.5309697721910718,6
Dark-sided Flycatcher,Summer,prcp,6.0,June,-0.16142862654466256,0.16142862654466256,6
Dollarbird,Summer,temperature,6.0,June,-0.25316609813045976,0.25316609813045976,7
Dollarbird,Summer,humidity,7.0,July,0.5738228554563872,0.5738228554563872,9
Dollarbird,Summer,prcp,7.0,July,0.48866357050055914,0.48866357050055914,9
Eastern Cattle-Egret,Summer,temperature,8.0,August,0.48955687180121676,0.48955687180121676,8
Eastern Cattle-Egret,Summer,humidity,6.0,June,0.4933048077168488,0.4933048077168488,9
Eastern Cattle-Egret,Summer,prcp,6.0,June,0.34782498795685707,0.34782498795685707,9
Eastern Crowned Warbler,Summer,temperature,8.0,August,-0.12502474830104965,0.12502474830104965,8
Eastern Crowned Warbler,Summer,humidity,7.0,July,-0.72619194069786,0.72619194069786,6
Eastern Crowned Warbler,Summer,prcp,7.0,July,-0.7125460820919949,0.7125460820919949,6
Eastern Red-rumped Swallow,Summer,temperature,8.0,August,0.47621153081682527,0.47621153081682527,9
Eastern Red-rumped Swallow,Summer,humidity,6.0,June,-0.461325815864268,0.461325815864268,9
Eastern Red-rumped Swallow,Summer,prcp,7.0,July,0.4636291828460405,0.4636291828460405,9
Eurasian Crag-Martin,Summer,temperature,6.0,June,0.5271677851726804,0.5271677851726804,8
Eurasian Crag-Martin,Summer,humidity,6.0,June,-0.45575506612562,0.45575506612562,8
Eurasian Crag-Martin,Summer,prcp,7.0,July,-0.4974002195388014,0.4974002195388014,8
Eurasian Hobby,Summer,temperature,6.0,June,0.3808598853976819,0.3808598853976819,9
Eurasian Hobby,Summer,humidity,8.0,August,0.48975013979808474,0.48975013979808474,9
Eurasian Hobby,Summer,prcp,7.0,July,0.6288505992340293,0.6288505992340293,8
Eurasian Nuthatch,Summer,temperature,7.0,July,-0.5677070573246371,0.5677070573246371,8
Eurasian Nuthatch,Summer,humidity,7.0,July,-0.20652530807934338,0.20652530807934338,8
Eurasian Nuthatch,Summer,prcp,7.0,July,-0.6065305268182078,0.6065305268182078,8
Eurasian Wryneck,Summer,temperature,8.0,August,0.03155165730137536,0.03155165730137536,8
Eurasian Wryneck,Summer,humidity,8.0,August,0.5255025624882376,0.5255025624882376,8
Eurasian Wryneck,Summer,prcp,8.0,August,0.10493118652809674,0.10493118652809674,8
Gray Nightjar,Summer,temperature,7.0,July,0.48237545065967086,0.48237545065967086,6
Gray Nightjar,Summer,humidity,7.0,July,-0.4716480550683038,0.4716480550683038,6
Gray Nightjar,Summer,prcp,6.0,June,0.18677382720011054,0.18677382720011054,8
Gray-sided Thrush,Summer,temperature,7.0,July,-0.26124323023671603,0.26124323023671603,7
Gray-sided Thrush,Summer,humidity,7.0,July,0.10527205716489332,0.10527205716489332,7
Gray-sided Thrush,Summer,prcp,7.0,July,-0.37107102280469434,0.37107102280469434,7
Great/Medium Egret,Summer,temperature,,,,,0
Great/Medium Egret,Summer,humidity,,,,,0
Great/Medium Egret,Summer,prcp,,,,,0
Greater Painted-Snipe,Summer,temperature,,,,,0
Greater Painted-Snipe,Summer,humidity,,,,,0
Greater Painted-Snipe,Summer,prcp,,,,,0
Green-backed Flycatcher,Summer,temperature,8.0,August,-0.6124462670700989,0.6124462670700989,8
Green-backed Flycatcher,Summer,humidity,8.0,August,-0.794140940284446,0.794140940284446,8
Green-backed Flycatcher,Summer,prcp,7.0,July,-0.5700128891323467,0.5700128891323467,8
Greenish/Two-barred Warbler,Summer,temperature,6.0,June,0.074294175120472,0.074294175120472,5
Greenish/Two-barred Warbler,Summer,humidity,6.0,June,-0.09940040796275003,0.09940040796275003,5
Greenish/Two-barred Warbler,Summer,prcp,6.0,June,-0.34207242990441633,0.34207242990441633,5
Hair-crested Drongo,Summer,temperature,6.0,June,0.25540463031655636,0.25540463031655636,9
Hair-crested Drongo,Summer,humidity,7.0,July,0.2390747174961669,0.2390747174961669,8
Hair-crested Drongo,Summer,prcp,7.0,July,-0.4639032350868304,0.4639032350868304,8
Himalayan Cuckoo,Summer,temperature,6.0,June,0.0026163177092388113,0.0026163177092388113,9
Himalayan Cuckoo,Summer,humidity,6.0,June,0.19869833442987034,0.19869833442987034,9
Himalayan Cuckoo,Summer,prcp,6.0,June,0.048976681577240826,0.048976681577240826,9
Himalayan Owl,Summer,temperature,8.0,August,-0.838473336389715,0.838473336389715,6
Himalayan Owl,Summer,humidity,8.0,August,-0.8785654645985179,0.8785654645985179,6
Himalayan Owl,Summer,prcp,8.0,August,-0.8496836332926843,0.8496836332926843,6
Indian Cuckoo,Summer,temperature,8.0,August,0.22072336593882105,0.22072336593882105,9
Indian Cuckoo,Summer,humidity,7.0,July,0.1110871498851835,0.1110871498851835,9
Indian Cuckoo,Summer,prcp,7.0,July,-0.3162381546265096,0.3162381546265096,9
Japanese Scops-Owl,Summer,temperature,,,,,0
Japanese Scops-Owl,Summer,humidity,,,,,0
Japanese Scops-Owl,Summer,prcp,,,,,0
Koklass Pheasant,Summer,temperature,7.0,July,-0.6829817915918391,0.6829817915918391,5
Koklass Pheasant,Summer,humidity,7.0,July,0.718863358424764,0.718863358424764,5
Koklass Pheasant,Summer,prcp,7.0,July,-0.6885703068566041,0.6885703068566041,5
Large Hawk-Cuckoo,Summer,temperature,8.0,August,-0.36272367274864614,0.36272367274864614,6
Large Hawk-Cuckoo,Summer,humidity,6.0,June,0.3049675829168774,0.3049675829168774,9
Large Hawk-Cuckoo,Summer,prcp,7.0,July,-0.5136286454899288,0.5136286454899288,8
Lesser Coucal,Summer,temperature,,,,,0
Lesser Coucal,Summer,humidity,,,,,0
Lesser Coucal,Summer,prcp,,,,,0
Lesser Cuckoo,Summer,temperature,7.0,July,-0.6793344995064632,0.6793344995064632,6
Lesser Cuckoo,Summer,humidity,7.0,July,0.1262019369066727,0.1262019369066727,6
Lesser Cuckoo,Summer,prcp,7.0,July,-0.5581382917497948,0.5581382917497948,6
Little Heron,Summer,temperature,7.0,July,-0.19357927654518056,0.19357927654518056,9
Little Heron,Summer,humidity,7.0,July,0.09296097179671424,0.09296097179671424,9
Little Heron,Summer,prcp,7.0,July,-0.1284259857732248,0.1284259857732248,9
Long-tailed Minivet,Summer,temperature,7.0,July,-0.5051430857068284,0.5051430857068284,8
Long-tailed Minivet,Summer,humidity,7.0,July,0.2753406878119006,0.2753406878119006,8
Long-tailed Minivet,Summer,prcp,7.0,July,-0.5809401821498985,0.5809401821498985,8
Manchurian Bush Warbler,Summer,temperature,8.0,August,-0.6304936884891275,0.6304936884891275,6
Manchurian Bush Warbler,Summer,humidity,8.0,August,-0.41444452875127724,0.41444452875127724,6
Manchurian Bush Warbler,Summer,prcp,8.0,August,-0.6893163680327383,0.6893163680327383,6
Marsh Grassbird,Summer,temperature,,,,,0
Marsh Grassbird,Summer,humidity,,,,,0
Marsh Grassbird,Summer,prcp,,,,,0
Oriental Reed Warbler,Summer,temperature,8.0,August,0.6723994447039053,0.6723994447039053,9
Oriental Reed Warbler,Summer,humidity,8.0,August,0.620614702620834,0.620614702620834,9
Oriental Reed Warbler,Summer,prcp,8.0,August,0.4525460387446098,0.4525460387446098,9
Pacific Swift,Summer,temperature,8.0,August,-0.5041995181443142,0.5041995181443142,7
Pacific Swift,Summer,humidity,8.0,August,-0.5266546469356251,0.5266546469356251,7
Pacific Swift,Summer,prcp,8.0,August,-0.5877909031279156,0.5877909031279156,7
Pallas's Grasshopper Warbler,Summer,temperature,6.0,June,-0.6199583078263322,0.6199583078263322,9
Pallas's Grasshopper Warbler,Summer,humidity,6.0,June,0.4143766616432979,0.4143766616432979,9
Pallas's Grasshopper Warbler,Summer,prcp,6.0,June,0.6214147893791119,0.6214147893791119,9
Pheasant-tailed Jacana,Summer,temperature,,,,,0
Pheasant-tailed Jacana,Summer,humidity,,,,,0
Pheasant-tailed Jacana,Summer,prcp,,,,,0
Qilian Bluetail,Summer,temperature,6.0,June,0.2798139127845078,0.2798139127845078,6
Qilian Bluetail,Summer,humidity,6.0,June,-0.2995893877293694,0.2995893877293694,6
Qilian Bluetail,Summer,prcp,6.0,June,-0.4061261262652036,0.4061261262652036,6
Red Collared-Dove,Summer,temperature,,,,,0
Red Collared-Dove,Summer,humidity,,,,,0
Red Collared-Dove,Summer,prcp,,,,,0
Red-billed Chough,Summer,temperature,7.0,July,-0.6911309218752292,0.6911309218752292,7
Red-billed Chough,Summer,humidity,8.0,August,0.14685086174431405,0.14685086174431405,6
Red-billed Chough,Summer,prcp,7.0,July,-0.5689446148995212,0.5689446148995212,7
Red-necked Stint,Summer,temperature,8.0,August,-0.4584341552509887,0.4584341552509887,7
Red-necked Stint,Summer,humidity,8.0,August,-0.39791098674338765,0.39791098674338765,7
Red-necked Stint,Summer,prcp,8.0,August,0.01808816718169895,0.01808816718169895,7
Rosy Pipit,Summer,temperature,7.0,July,-0.7540344758536207,0.7540344758536207,5
Rosy Pipit,Summer,humidity,7.0,July,-0.5534636636139918,0.5534636636139918,5
Rosy Pipit,Summer,prcp,7.0,July,-0.7984721132465329,0.7984721132465329,5
Ruddy Turnstone,Summer,temperature,,,,,0
Ruddy Turnstone,Summer,humidity,,,,,0
Ruddy Turnstone,Summer,prcp,,,,,0
Ruddy-breasted Crake,Summer,temperature,6.0,June,-0.05378926196863833,0.05378926196863833,7
Ruddy-breasted Crake,Summer,humidity,6.0,June,-0.24890460641284817,0.24890460641284817,7
Ruddy-breasted Crake,Summer,prcp,6.0,June,0.2193273251168166,0.2193273251168166,7
Russet Sparrow,Summer,temperature,7.0,July,-0.4320026838174494,0.4320026838174494,7
Russet Sparrow,Summer,humidity,8.0,August,-0.9010672845186102,0.9010672845186102,5
Russet Sparrow,Summer,prcp,7.0,July,-0.7765664522406732,0.7765664522406732,7
Sanderling,Summer,temperature,,,,,0
Sanderling,Summer,humidity,,,,,0
Sanderling,Summer,prcp,,,,,0
Schrenck's Bittern,Summer,temperature,6.0,June,-0.1282346656181037,0.1282346656181037,8
Schrenck's Bittern,Summer,humidity,8.0,August,-0.31557740333123,0.31557740333123,6
Schrenck's Bittern,Summer,prcp,8.0,August,-0.3866015983746092,0.3866015983746092,6
Sharp-tailed Sandpiper,Summer,temperature,8.0,August,0.2327948333072879,0.2327948333072879,5
Sharp-tailed Sandpiper,Summer,humidity,8.0,August,-0.21483329091929113,0.21483329091929113,5
Sharp-tailed Sandpiper,Summer,prcp,8.0,August,-0.5554444367659014,0.5554444367659014,5
Siberian Blue Robin,Summer,temperature,6.0,June,-0.15594097761927056,0.15594097761927056,9
Siberian Blue Robin,Summer,humidity,7.0,July,-0.6022842385360473,0.6022842385360473,6
Siberian Blue Robin,Summer,prcp,7.0,July,-0.6131210226155461,0.6131210226155461,6
Slaty-backed Flycatcher,Summer,temperature,,,,,0
Slaty-backed Flycatcher,Summer,humidity,,,,,0
Slaty-backed Flycatcher,Summer,prcp,,,,,0
Southern Nutcracker,Summer,temperature,7.0,July,-0.6164844697557723,0.6164844697557723,5
Southern Nutcracker,Summer,humidity,7.0,July,-0.49274226571288054,0.49274226571288054,5
Southern Nutcracker,Summer,prcp,7.0,July,-0.8032877955742921,0.8032877955742921,5
Swinhoe's White-eye,Summer,temperature,8.0,August,-0.13453429601216785,0.13453429601216785,8
Swinhoe's White-eye,Summer,humidity,7.0,July,-0.5298332842667194,0.5298332842667194,7
Swinhoe's White-eye,Summer,prcp,7.0,July,-0.591190248568305,0.591190248568305,7
Terek Sandpiper,Summer,temperature,,,,,0
Terek Sandpiper,Summer,humidity,,,,,0
Terek Sandpiper,Summer,prcp,,,,,0
Whiskered Tern,Summer,temperature,7.0,July,0.5841264613516314,0.5841264613516314,9
Whiskered Tern,Summer,humidity,6.0,June,-0.24578208843040375,0.24578208843040375,7
Whiskered Tern,Summer,prcp,7.0,July,0.7514303836798509,0.7514303836798509,9
White-backed Woodpecker,Summer,temperature,7.0,July,-0.44426128987452057,0.44426128987452057,5
White-backed Woodpecker,Summer,humidity,7.0,July,0.14400852092278318,0.14400852092278318,5
White-backed Woodpecker,Summer,prcp,7.0,July,-0.6118026922372337,0.6118026922372337,5
White-bellied Redstart,Summer,temperature,7.0,July,-0.6738822217919593,0.6738822217919593,5
White-bellied Redstart,Summer,humidity,7.0,July,-0.529706501406019,0.529706501406019,5
White-bellied Redstart,Summer,prcp,7.0,July,-0.6057288477318997,0.6057288477318997,5
White-breasted Waterhen,Summer,temperature,6.0,June,-0.6785624395052329,0.6785624395052329,7
White-breasted Waterhen,Summer,humidity,7.0,July,0.8509699510188117,0.8509699510188117,6
White-breasted Waterhen,Summer,prcp,6.0,June,0.7393813397352632,0.7393813397352632,7
White-winged Tern,Summer,temperature,8.0,August,-0.19966628587164886,0.19966628587164886,9
White-winged Tern,Summer,humidity,8.0,August,-0.5430247024532577,0.5430247024532577,9
White-winged Tern,Summer,prcp,8.0,August,-0.3930200576684344,0.3930200576684344,9
Yellow Bittern,Summer,temperature,8.0,August,0.1261153362833414,0.1261153362833414,9
Yellow Bittern,Summer,humidity,8.0,August,0.5972784031487036,0.5972784031487036,9
Yellow Bittern,Summer,prcp,8.0,August,0.28769964779858265,0.28769964779858265,9
Yellow-legged Buttonquail,Summer,temperature,,,,,0
Yellow-legged Buttonquail,Summer,humidity,,,,,0
Yellow-legged Buttonquail,Summer,prcp,,,,,0
Yellow-rumped Flycatcher,Summer,temperature,7.0,July,-0.16511720388308374,0.16511720388308374,9
Yellow-rumped Flycatcher,Summer,humidity,6.0,June,0.2677612570396298,0.2677612570396298,9
Yellow-rumped Flycatcher,Summer,prcp,7.0,July,-0.39018095867847147,0.39018095867847147,9
Yellow-streaked Warbler,Summer,temperature,8.0,August,-0.6451780389025193,0.6451780389025193,7
Yellow-streaked Warbler,Summer,humidity,8.0,August,-0.2999009051111252,0.2999009051111252,7
Yellow-streaked Warbler,Summer,prcp,7.0,July,-0.6922413492220733,0.6922413492220733,8
Zappey's Flycatcher,Summer,temperature,6.0,June,-0.15959461249058812,0.15959461249058812,8
Zappey's Flycatcher,Summer,humidity,6.0,June,0.34624730745550886,0.34624730745550886,8
Zappey's Flycatcher,Summer,prcp,6.0,June,0.36854111627549135,0.36854111627549135,8
Zitting Cisticola,Summer,temperature,7.0,July,-0.49472659725998425,0.49472659725998425,9
Zitting Cisticola,Summer,humidity,6.0,June,0.33779114980541114,0.33779114980541114,9
Zitting Cisticola,Summer,prcp,8.0,August,0.522874813546569,0.522874813546569,9
cuckoo sp. (Cuculidae sp.),Summer,temperature,8.0,August,0.2433990191334122,0.2433990191334122,6
cuckoo sp. (Cuculidae sp.),Summer,humidity,8.0,August,-0.12991850221042991,0.12991850221042991,6
cuckoo sp. (Cuculidae sp.),Summer,prcp,8.0,August,-0.087028882276551,0.087028882276551,6
heron sp.,Summer,temperature,,,,,0
heron sp.,Summer,humidity,,,,,0
heron sp.,Summer,prcp,,,,,0
swallow sp.,Summer,temperature,,,,,0
swallow sp.,Summer,humidity,,,,,0
swallow sp.,Summer,prcp,,,,,0
Accipitrine hawk sp. (former Accipiter sp.),Autumn,temperature,9.0,September,0.5604513151240496,0.5604513151240496,5
Accipitrine hawk sp. (former Accipiter sp.),Autumn,humidity,10.0,October,-0.4524887734824447,0.4524887734824447,7
Accipitrine hawk sp. (former Accipiter sp.),Autumn,prcp,9.0,September,-0.8121657673221336,0.8121657673221336,5
Amur Falcon,Autumn,temperature,10.0,October,-0.5303761252611231,0.5303761252611231,9
Amur Falcon,Autumn,humidity,10.0,October,0.7553789805058944,0.7553789805058944,9
Amur Falcon,Autumn,prcp,10.0,October,0.7935137336771851,0.7935137336771851,9
Amur Stonechat,Autumn,temperature,10.0,October,-0.24749539524834127,0.24749539524834127,9
Amur Stonechat,Autumn,humidity,10.0,October,0.8045360459770856,0.8045360459770856,9
Amur Stonechat,Autumn,prcp,9.0,September,0.8647295281502365,0.8647295281502365,9
Arctic Loon,Autumn,temperature,,,,,0
Arctic Loon,Autumn,humidity,,,,,0
Arctic Loon,Autumn,prcp,,,,,0
Ashy Minivet,Autumn,temperature,10.0,October,-0.4462450201821573,0.4462450201821573,5
Ashy Minivet,Autumn,humidity,10.0,October,0.958252194723277,0.958252194723277,5
Ashy Minivet,Autumn,prcp,10.0,October,0.8444616687622788,0.8444616687622788,5
Asian Short-toed Lark,Autumn,temperature,10.0,October,0.7869554854239242,0.7869554854239242,8
Asian Short-toed Lark,Autumn,humidity,11.0,November,0.44597299385617295,0.44597299385617295,5
Asian Short-toed Lark,Autumn,prcp,10.0,October,-0.6315111539402911,0.6315111539402911,8
Aythya sp.,Autumn,temperature,,,,,0
Aythya sp.,Autumn,humidity,,,,,0
Aythya sp.,Autumn,prcp,,,,,0
Baikal Teal,Autumn,temperature,9.0,September,-0.5745693112055303,0.5745693112055303,7
Baikal Teal,Autumn,humidity,9.0,September,-0.5815434399124141,0.5815434399124141,7
Baikal Teal,Autumn,prcp,9.0,September,-0.35019997470876224,0.35019997470876224,7
Baillon's Crake,Autumn,temperature,9.0,September,0.4289497860350821,0.4289497860350821,6
Baillon's Crake,Autumn,humidity,9.0,September,0.730627089195225,0.730627089195225,6
Baillon's Crake,Autumn,prcp,9.0,September,0.8827087413173205,0.8827087413173205,6
Bar-headed Goose,Autumn,temperature,10.0,October,0.17157207283022816,0.17157207283022816,7
Bar-headed Goose,Autumn,humidity,10.0,October,0.5520324218923958,0.5520324218923958,7
Bar-headed Goose,Autumn,prcp,10.0,October,0.40651644436314816,0.40651644436314816,7
Black Kite,Autumn,temperature,10.0,October,-0.18880895498374362,0.18880895498374362,9
Black Kite,Autumn,humidity,9.0,September,-0.7799271895106581,0.7799271895106581,9
Black Kite,Autumn,prcp,9.0,September,-0.31125129753815683,0.31125129753815683,9
Black-bellied Plover,Autumn,temperature,,,,,0
Black-bellied Plover,Autumn,humidity,,,,,0
Black-bellied Plover,Autumn,prcp,,,,,0
Black-browed Reed Warbler,Autumn,temperature,10.0,October,-0.28120539085325236,0.28120539085325236,9
Black-browed Reed Warbler,Autumn,humidity,9.0,September,0.8440674135031196,0.8440674135031196,9
Black-browed Reed Warbler,Autumn,prcp,9.0,September,0.9379813077900742,0.9379813077900742,9
Black-faced Bunting,Autumn,temperature,9.0,September,-0.3668500683558262,0.3668500683558262,9
Black-faced Bunting,Autumn,humidity,11.0,November,-0.17431366519758482,0.17431366519758482,9
Black-faced Bunting,Autumn,prcp,9.0,September,-0.589495650108487,0.589495650108487,9
Black-legged Kittiwake,Autumn,temperature,,,,,0
Black-legged Kittiwake,Autumn,humidity,,,,,0
Black-legged Kittiwake,Autumn,prcp,,,,,0
Black-tailed Godwit,Autumn,temperature,9.0,September,0.19181662857186882,0.19181662857186882,8
Black-tailed Godwit,Autumn,humidity,9.0,September,-0.7816744234724335,0.7816744234724335,8
Black-tailed Godwit,Autumn,prcp,9.0,September,-0.690926539290328,0.690926539290328,8
Black-winged Kite,Autumn,temperature,11.0,November,0.40732684149056075,0.40732684149056075,8
Black-winged Kite,Autumn,humidity,10.0,October,0.44636460198938344,0.44636460198938344,8
Black-winged Kite,Autumn,prcp,9.0,September,-0.41745917323758364,0.41745917323758364,7
Blyth's Pipit,Autumn,temperature,9.0,September,0.364184513083905,0.364184513083905,8
Blyth's Pipit,Autumn,humidity,9.0,September,-0.8210179295562531,0.8210179295562531,8
Blyth's Pipit,Autumn,prcp,9.0,September,-0.6334312244041217,0.6334312244041217,8
Bull-headed Shrike,Autumn,temperature,9.0,September,-0.941711274822047,0.941711274822047,7
Bull-headed Shrike,Autumn,humidity,10.0,October,0.4109666329759428,0.4109666329759428,8
Bull-headed Shrike,Autumn,prcp,10.0,October,0.5533906691049763,0.5533906691049763,8
Caspian Tern,Autumn,temperature,9.0,September,0.3200106871001733,0.3200106871001733,9
Caspian Tern,Autumn,humidity,9.0,September,-0.7595755206650121,0.7595755206650121,9
Caspian Tern,Autumn,prcp,9.0,September,-0.2913538522345949,0.2913538522345949,9
Chestnut-eared Bunting,Autumn,temperature,9.0,September,-0.3250109971103456,0.3250109971103456,8
Chestnut-eared Bunting,Autumn,humidity,9.0,September,-0.37532195457270445,0.37532195457270445,8
Chestnut-eared Bunting,Autumn,prcp,9.0,September,-0.6210815982257999,0.6210815982257999,8
Chestnut-flanked White-eye,Autumn,temperature,10.0,October,-0.37443487846613976,0.37443487846613976,9
Chestnut-flanked White-eye,Autumn,humidity,9.0,September,0.7077572124588865,0.7077572124588865,9
Chestnut-flanked White-eye,Autumn,prcp,10.0,October,0.5781914171517178,0.5781914171517178,9
Chinese Thrush,Autumn,temperature,9.0,September,0.4740702976807139,0.4740702976807139,8
Chinese Thrush,Autumn,humidity,10.0,October,-0.4790284610196623,0.4790284610196623,9
Chinese Thrush,Autumn,prcp,10.0,October,-0.32402709242149597,0.32402709242149597,9
Common Crane,Autumn,temperature,11.0,November,-0.7315723768076187,0.7315723768076187,9
Common Crane,Autumn,humidity,11.0,November,-0.6510782225055468,0.6510782225055468,9
Common Crane,Autumn,prcp,11.0,November,-0.6100502555100342,0.6100502555100342,9
Common Greenshank,Autumn,temperature,10.0,October,0.7577588425441035,0.7577588425441035,7
Common Greenshank,Autumn,humidity,9.0,September,-0.5616745604406803,0.5616745604406803,9
